FID,t_nr,vejnavn,beskrivelse,husnummer,taellested_type,kode_type,spolestation_type,ogc_fid,wkb_geometry
taellestationer.186,607,LUNDTOFTEGADE,syd for Hillerødgade,71,Andre faste tællinger,3.0,,186,POINT (12.53830223305853 55.695863852762976)
taellestationer.187,608,STRANDBOULEVARDEN,øst for Østerbrogade,149,Andre faste tællinger,3.0,,187,POINT (12.578305323754966 55.70921381411586)
taellestationer.188,609,TUBORGVEJ,øst for Rymarksvej,66,Andre faste tællinger,3.0,,188,POINT (12.563712744713687 55.727949501950036)
taellestationer.189,613,ENGHAVEVEJ,syd for Vesterbrogade,2 eller 3,Andre faste tællinger,3.0,,189,POINT (12.54589000874599 55.67128747421297)
taellestationer.190,614,TAGENSVEJ,nordvest for Nørre Allé,14,Andre faste tællinger,3.0,,190,POINT (12.55961991174183 55.69698334101163)
taellestationer.191,615,INGERSLEVSGADE,øst for Enghavevej,190,Andre faste tællinger,3.0,,191,POINT (12.543522073271513 55.663272261977404)
taellestationer.192,616,JAGTVEJ,sydvest for Lersø Parkalle,157 E,Øvrige,9999.0,,192,POINT (12.558326568184196 55.7027302584711)
taellestationer.193,617,JAGTVEJ,nordøst for Lersø Parkallé,160,Andre faste tællinger,3.0,,193,POINT (12.559346983267597 55.7036189040146)
taellestationer.194,618,ØSTERBROGADE,nord for Strandboulevarden,101,Øvrige,9999.0,,194,POINT (12.577555422196497 55.709522663688944)
taellestationer.195,619,AMAGERBROGADE,syd for Øresundsvej,119 eller 126,Øvrige,9999.0,,195,POINT (12.608188704191184 55.657814209064355)
taellestationer.196,620,STRANDLODSVEJ,nord for Øresundsvej,71,Andre faste tællinger,3.0,,196,POINT (12.624420782374873 55.66183896638806)
taellestationer.197,621,STRANDLODSVEJ,sydøst for Øresundsvej,84,Øvrige,9999.0,,197,POINT (12.624921120294747 55.66120567967344)
taellestationer.198,622,ØRESUNDSVEJ,vest for Strandlodsvej,120,Øvrige,9999.0,,198,POINT (12.6240631978494 55.66147015244572)
taellestationer.199,623,ØRESUNDSVEJ,øst for Strandlodsvej,142F,Andre faste tællinger,3.0,,199,POINT (12.626972871813022 55.66157832760497)
taellestationer.200,624,GRØNNINGEN,nord for Jens Kofods Gade,15,Andre faste tællinger,3.0,,200,POINT (12.590719041767306 55.68931623131207)
taellestationer.201,625,ST. KONGENS GADE,nord for Jens Kofods Gade,17 eller 26,Andre faste tællinger,3.0,,201,POINT (12.589518813014738 55.68894827520723)
taellestationer.202,626,FREDERIKSSUNDSVEJ,nordvest for Åkandevej,259C,Andre faste tællinger,3.0,,202,POINT (12.484583027650348 55.70805537395943)
taellestationer.203,627,FREDERIKSSUNDSVEJ,sydøst for Åkandevej,228,Øvrige,9999.0,,203,POINT (12.485590005861084 55.70768329893837)
taellestationer.204,628,ÅKANDEVEJ,nord for Frederikssundsvej,21,Andre faste tællinger,3.0,,204,POINT (12.4855329354391 55.70976521824152)
taellestationer.205,629,KILDEBRØNDEVEJ,sydvest for frederikssundsvej,1 eller 4,Øvrige,9999.0,,205,POINT (12.484826148809047 55.7075364071366)
taellestationer.206,630,NORDRE FRIHAVNSGADE,Nordøst for Trianglen,18,Andre faste tællinger,3.0,,206,POINT (12.579461293208489 55.70062702733235)
taellestationer.207,631,NØRRE VOLDGADE,syd for Frederiksborggade,11 eller 80,Andre faste tællinger,3.0,,207,POINT (12.571186662137482 55.68319090163248)
taellestationer.208,635,HILLERØDGADE,vest for Lundtoftegade,23,Andre faste tællinger,3.0,,208,POINT (12.538025079903358 55.696914450998754)
taellestationer.209,636,NORDRE FASANVEJ,syd for Hillerødgade,184,Andre faste tællinger,3.0,,209,POINT (12.535273886518384 55.69613278791439)
taellestationer.210,637,BELLAHØJVEJ,øst for Slotsherrensvej,90,Øvrige,9999.0,,210,POINT (12.495008932377717 55.694101124046846)
taellestationer.211,638,JYLLINGEVEJ,vest for Sallingvej,3 eller 4,Andre faste tællinger,3.0,,211,POINT (12.493158206614364 55.69368508962198)
taellestationer.212,639,SALLINGVEJ,øst for Jyllingevej,79,Andre faste tællinger,3.0,,212,POINT (12.49534205686904 55.6935973439775)
taellestationer.213,641,RETORTVEJ,syd for Vigerslev Allé,,Andre faste tællinger,3.0,,213,POINT (12.49776947809852 55.659292513742635)
taellestationer.214,642,VIGERSLEV ALLÉ,vest for Retortvej,153,Øvrige,9999.0,,214,POINT (12.495085921375445 55.65965715455881)
taellestationer.215,643,ENGLANDSVEJ,nord for Sundholmsvej,14,Andre faste tællinger,3.0,,215,POINT (12.60574321508488 55.65726043217331)
taellestationer.216,644,ØRESTADS BOULEVARD,syd for Amager Boulevard,2,Andre faste tællinger,3.0,,216,POINT (12.587342446081323 55.666913831978725)
taellestationer.217,645,ARTILLERIVEJ,syd for Njalsgade,50 eller 52,Andre faste tællinger,3.0,,217,POINT (12.583583838377281 55.664144690829524)
taellestationer.218,646,NJALSGADE,sydøst for Leifsgade,40,Andre faste tællinger,3.0,,218,POINT (12.582039522933966 55.6651047199289)
taellestationer.219,647,NJALSGADE,øst for Artillerivej,vest for Metro,Andre faste tællinger,3.0,,219,POINT (12.58462956964548 55.66414011720973)
taellestationer.220,648,SUNDKROGSGADE,øst for Kalkbrænderihavnsgade,5,Andre faste tællinger,3.0,,220,POINT (12.591541252916091 55.70944779770962)
taellestationer.221,649,SUNDKROGSGADE,øst for Lüdersvej,,Øvrige,9999.0,,221,POINT (12.5924429775679 55.70969485928778)
taellestationer.222,650,HOVEDVAGTSGADE,vest for Kongens Nytorv,4,Andre faste tællinger,3.0,,222,POINT (12.584174930487338 55.68079130011517)
taellestationer.223,652,GRØNNEGADE,syd for Gothersgade,36 eller 41,Andre faste tællinger,3.0,,223,POINT (12.58341793178789 55.6816105752663)
taellestationer.224,653,STORE REGNEGADE,syd for Gothersgade,17 eller 26,Andre faste tællinger,3.0,,224,POINT (12.582490054772784 55.68189681747564)
taellestationer.225,659,TERRASSERNE,nord for Ruten,3,Andre faste tællinger,3.0,,225,POINT (12.489303890281542 55.71771563890427)
taellestationer.226,661,RUTEN,vest for Hareskovvej,,Andre faste tællinger,3.0,,226,POINT (12.491508894598594 55.716956284997984)
taellestationer.227,662,RUTEN,vest for Åkandevej,8A eller 17,Andre faste tællinger,3.0,,227,POINT (12.486844629896105 55.717130502738904)
taellestationer.228,663,JERNBANE ALLÉ,nord for Vanløse Allé,48,Andre faste tællinger,3.0,,228,POINT (12.489744500888417 55.68797692800362)
taellestationer.229,664,JERNBANE ALLÉ,syd for Vanløse Allé,42,Andre faste tællinger,3.0,,229,POINT (12.490911684481938 55.68668813854657)
taellestationer.230,665,VANLØSE ALLÉ,vest for Apollovej,96,Andre faste tællinger,3.0,,230,POINT (12.490894241975797 55.68797432089955)
taellestationer.231,667,HOLMBLADSGADE,vest for Østrigsgade,73,Andre faste tællinger,3.0,,231,POINT (12.611795896756906 55.66617578842662)
taellestationer.232,668,HOLMBLADSGADE,øst for Østrigsgade,83,Øvrige,9999.0,,232,POINT (12.613074904193828 55.66648173942587)
taellestationer.233,669,VERMLANDSGADE,øst for Uplandsgade,41,Andre faste tællinger,3.0,,233,POINT (12.605639564614512 55.66818018095429)
taellestationer.234,670,ROVSINGGADE,nord for Aldersrogade,,Øvrige,9999.0,,234,POINT (12.546808726914662 55.70608653383202)
taellestationer.235,671,TAGENSVEJ,nordvest for Rovsinggade,135 eller 152,Andre faste tællinger,3.0,,235,POINT (12.544475537853213 55.70517056438433)
taellestationer.236,672,HULGÅRDSVEJ,syd for Frederikssundsvej,143,Andre faste tællinger,3.0,,236,POINT (12.521283407989138 55.705261547279456)
taellestationer.237,673,IRLANDSVEJ,nord for Sundbyvestervej,55,Andre faste tællinger,3.0,,237,POINT (12.60526529658241 55.646461372621516)
taellestationer.238,676,SUNDBYVESTERVEJ,øst for Irlandsvej,49,Andre faste tællinger,3.0,,238,POINT (12.605856331506725 55.64590958652494)
taellestationer.239,677,FREDERIKSBORGVEJ,syd for Bispebjerg Torv,122 eller 125,Andre faste tællinger,3.0,,239,POINT (12.531235914255296 55.715325535154754)
taellestationer.240,678,LERSØ PARKALLÉ,syd for Tuborgvej,173,Andre faste tællinger,3.0,,240,POINT (12.543201026655268 55.71936572425798)
taellestationer.241,679,TAGENSVEJ,syd for Bispebjerg Torv,254 eller 257,Andre faste tællinger,3.0,,241,POINT (12.532071522796446 55.71589622254743)
taellestationer.242,680,UTTERSLEVVEJ,nord for Hareskovvej,11,Andre faste tællinger,3.0,,242,POINT (12.514893196195628 55.70788398818878)
taellestationer.243,681,CARL JACOBSENS VEJ,vest for Bjørnsonsvej,,Andre faste tællinger,3.0,,243,POINT (12.523650717107431 55.652855055021675)
taellestationer.244,682,ENGHAVE PLADS,Mellem Haderslevgade og Enghavevej,18,Andre faste tællinger,3.0,,244,POINT (12.545005765736676 55.667457509048184)
taellestationer.245,683,SCANDIAGADE,nordøst for Sydhavnsgade,18,Andre faste tællinger,3.0,,245,POINT (12.540496972589729 55.651970939825326)
taellestationer.246,684,VESTER FÆLLEDVEJ,nord for Ny Carlsberg Vej,58,Andre faste tællinger,3.0,,246,POINT (12.539487487885179 55.666979939762086)
taellestationer.247,685,BELLMANNSGADE,øst for Vennemindevej,4,Andre faste tællinger,3.0,,247,POINT (12.568826028418371 55.714507377482995)
taellestationer.248,686,EMDRUPVEJ,vest for Strødamsvej,3 eller 6,Andre faste tællinger,3.0,,248,POINT (12.555746125025518 55.71861846799661)
taellestationer.249,687,STRANDØRE,øst for Strandvejen,2,Andre faste tællinger,3.0,,249,POINT (12.578373442492406 55.721265706984035)
taellestationer.250,688,AMAGERFÆLLEDVEJ,nord for Amager Boulevard,15,Andre faste tællinger,3.0,,250,POINT (12.59522698868423 55.66702045280948)
taellestationer.251,689,BACKERSVEJ,syd for Greisvej,169 eller 154,Andre faste tællinger,3.0,,251,POINT (12.628440873222857 55.64618996210795)
taellestationer.252,690,ITALIENSVEJ,øst for Sorrentovej,68,Øvrige,9999.0,,252,POINT (12.630613562726984 55.65640853921283)
taellestationer.253,691,KLØVERMARKSVEJ,øst for Raffinaderivej,70,Andre faste tællinger,3.0,,253,POINT (12.616845667447093 55.67588855448874)
taellestationer.254,692,HEDEGÅRDSVEJ,vest for Engvej,34 eller 35,Andre faste tællinger,3.0,,254,POINT (12.635192471165217 55.645300918743644)
taellestationer.255,695,HYLTEBRO,sydvest for Nørrebrogade,3,Andre faste tællinger,3.0,,255,POINT (12.538803866634439 55.70024300877582)
taellestationer.256,696,STOREGÅRDSVEJ,nordøst for Frederikssundsvej,2,Andre faste tællinger,3.0,,256,POINT (12.473736461580161 55.7121350976479)
taellestationer.257,697,BERNSTORFFGADE,nord for Kalvebod Brygge,33,Andre faste tællinger,3.0,,257,POINT (12.571458370335048 55.66882987323543)
taellestationer.258,698,ISLANDS BRYGGE,nord for Drechelsgade,36,Andre faste tællinger,3.0,,258,POINT (12.567693010550204 55.65891040382626)
taellestationer.259,699,VEJLANDS ALLÉ,ø.f. Artillerivej,,Andre faste tællinger,3.0,,259,POINT (12.564373702785732 55.64154706727578)
taellestationer.260,700,VEJLANDS ALLÉ,vest for Amagerbrogade,7,Andre faste tællinger,3.0,,260,POINT (12.614997638820011 55.643701940110276)
taellestationer.261,702,SANKT ANNÆ PLADS,øst for Amaliegade,15 eller 18,Andre faste tællinger,3.0,,261,POINT (12.592040660012515 55.68151281723174)
taellestationer.262,703,ANNEXSTRÆDE,syd for Valby langgade,10 eller 27,Andre faste tællinger,3.0,,262,POINT (12.51151936912725 55.665553111043494)
taellestationer.263,704,BORGBJERGVEJ,sydvest for Sydhavnsgade,10,Andre faste tællinger,3.0,,263,POINT (12.538421609465432 55.652416247281025)
taellestationer.264,705,GLASVEJ,sydvest for Frederiksborgvej,28,Andre faste tællinger,3.0,,264,POINT (12.531323367163948 55.70477437442218)
taellestationer.265,706,SEJRØGADE,øst for Lyngbyvej,4 eller 5,Andre faste tællinger,3.0,,265,POINT (12.561919517394564 55.710131175208474)
taellestationer.266,708,ØRESUNDSMOTORVEJEN,ved bro syd for Ørestad Station,,Kommunegrænsen,1.0,,266,POINT (12.578095025128487 55.627994938055544)
taellestationer.267,709,AMAGERMOTORVEJEN,ved Fasanskovvej på Amager,,Kommunegrænsen,1.0,,267,POINT (12.529310560214107 55.62062683602597)
taellestationer.268,710,MARBJERGVEJ,syd for Frederikssundsvej,2,Andre faste tællinger,3.0,,268,POINT (12.468043099475016 55.71263450395386)
taellestationer.269,711,KONGELUNDSVEJ,nord for Kommunegrænsen,158,Øvrige,100.0,,269,POINT (12.587616104484278 55.630278799457976)
taellestationer.270,712,TOFTEGÅRDS ALLÉ,syd for Valby langgade,2,Øvrige,9999.0,,270,POINT (12.51725649518042 55.666256990998185)
taellestationer.271,713,SØNDRE FASANVEJ,syd for Roskildevej,40,Øvrige,,,271,POINT (12.518026268927365 55.6715194957692)
taellestationer.272,715,ALDERSROGADE,nordøst for Rovsinggade,,Øvrige,9999.0,,272,POINT (12.54765011154445 55.705735432703456)
taellestationer.273,716,ROVSINGSGADE,nordøst for Tagensvej,,Andre faste tællinger,3.0,,273,POINT (12.545730636616295 55.705145123139495)
taellestationer.274,717,KALKBRÆNDERIHAVNSGADE,nord for Indiakaj,3,Søsnittet,2.0,Spolestation,274,POINT (12.593723676161735 55.696118402836234)
taellestationer.275,721,VINDEBROGADE,nord for Frederiksholms Kanal,,Øvrige,9999.0,,275,POINT (12.576588586502481 55.67592394950589)
taellestationer.276,722,FREDERIKSSUNDSVEJ,øst for Hulgårdsvej,,Øvrige,9999.0,,276,POINT (12.522640803059383 55.70583274685394)
taellestationer.277,723,FREDERIKSSUNDSVEJ,vest for Hulgårdsvej,83C,Andre faste tællinger,3.0,,277,POINT (12.518858573054034 55.70637795464443)
taellestationer.278,724,GYLDENLØVESGADE,sydøst for Nørre Søgade,21,Andre faste tællinger,3.0,,278,POINT (12.561195760549646 55.68074421479277)
taellestationer.279,725,TAGENSVEJ,sydøst for Rovsinggade,126,Øvrige,100.0,,279,POINT (12.54579812844919 55.70442335342111)
taellestationer.280,726,BERNSTORFFGADE,nord for Tietgensbro,24,Andre faste tællinger,3.0,,280,POINT (12.56748381325574 55.6720229041846)
taellestationer.281,728,TIETGENSGADE,nordøst for Bernstorffgade,33,Øvrige,9999.0,,281,POINT (12.568406016708968 55.671856077847885)
taellestationer.282,731,ØSTER VOLDGADE,nord for Sølvgade,8,Andre faste tællinger,3.0,,282,POINT (12.580095539134037 55.68828869168705)
taellestationer.283,733,AMAGERMOTORVEJEN,vestlige ben,,Andre faste tællinger,3.0,"Spolestation, skab uden tele",283,POINT (12.5541685692327 55.640372624931615)
taellestationer.284,734,AMAGERMOTORVEJEN,østlige ben,,Andre faste tællinger,3.0,"Spolestation, skab uden tele",284,POINT (12.558556431545954 55.64063077753645)
taellestationer.285,735,AMAGERMOTORVEJEN,syd for forgreningerne,,Øvrige,9999.0,,285,POINT (12.553235644276505 55.637502621485694)
taellestationer.286,736,VEJLANDS ALLÉ,mellem motorvejsgrenene,,Øvrige,100.0,,286,POINT (12.556226696133486 55.64089002585778)
taellestationer.287,737,VEJLANDS ALLÉ,vest for Artillerivej,,Øvrige,100.0,,287,POINT (12.562668546409292 55.641481345743806)
taellestationer.288,738,CENTER BOULEVARD,syd for vejlands Allé,,Andre faste tællinger,3.0,,288,POINT (12.575410995998523 55.63954840733066)
taellestationer.289,739,KLAKSVIGSGADE,syd for Amager Boulevard,2,Andre faste tællinger,3.0,,289,POINT (12.581729546097474 55.66805700479704)
taellestationer.290,740,SANKT KJELDS GADE,ved Ourøvej,22,Andre faste tællinger,3.0,Spolestation,290,POINT (12.566532901056583 55.709413949920744)
taellestationer.291,741,MOZARTSVEJ,ved Straussvej,15,Andre faste tællinger,3.0,Spolestation,291,POINT (12.53063882332895 55.648399143292984)
taellestationer.292,742,SØLVGADE,ved Rigensgade,26,Andre faste tællinger,3.0,Spolestation,292,POINT (12.581731283928914 55.68657505952023)
taellestationer.293,743,GADELANDET,nordvest for Kobbervænget,20,Andre faste tællinger,3.0,Spolestation,293,POINT (12.480215272310703 55.71192577668534)
taellestationer.294,744,MOLBECHSVEJ,syd for Sibbernsvej,14,Andre faste tællinger,3.0,Spolestation,294,POINT (12.519052622256917 55.66216232217231)
taellestationer.295,745,WITTENBERGGADE,nordvest for Lyongade,45,Andre faste tællinger,3.0,Spolestation,295,POINT (12.610317712166175 55.66213649729354)
taellestationer.296,746,ØRESTADS BOULEVARD,syd for C. F. Møllers Allé,57 G,Andre faste tællinger,3.0,Spolestation,296,POINT (12.581137487244344 55.63441928679005)
taellestationer.297,750,ITALIENSVEJ,mellem Kastrupvej og Backersvej,14,Andre faste tællinger,3.0,,297,POINT (12.620539474475862 55.65445247658184)
taellestationer.298,751,TEGLVÆRKSBROEN,,,Andre faste tællinger,3.0,,298,POINT (12.550366602848257 55.64759557023326)
taellestationer.299,752,BAGERSTRÆDE,nordvest for Vesterbrogade,5,Øvrige,100.0,,299,POINT (12.554639208947052 55.67299911052495)
taellestationer.300,753,LANGEBROGADE,nordøst for Langebro,3,Øvrige,100.0,,300,POINT (12.582258079587767 55.67065407721707)
taellestationer.301,754,VÆRNEDAMSVEJ,syd for Tullinsgade,6,Øvrige,100.0,,301,POINT (12.549977083072132 55.67331991668572)
taellestationer.302,757,MØLLEGADE,nordøst for Nørrebrogade,10,Øvrige,100.0,,302,POINT (12.5560816282452 55.690912847856985)
taellestationer.303,758,PETER FABERS GADE,nordøst for Nørrebrogade,20,Øvrige,100.0,,303,POINT (12.555510462761378 55.69112195571864)
taellestationer.304,759,ÆGIRSGADE,nordøst for Nørrebrogade,1,Øvrige,100.0,,304,POINT (12.544532301973398 55.697722351301174)
taellestationer.305,760,BALDERSGADE,nordøst for Nørrebrogade,4,Øvrige,100.0,,305,POINT (12.54378911801929 55.69829422837233)
taellestationer.306,761,BRAGESGADE,nordøst for Nørrebrogade,4,Øvrige,100.0,,306,POINT (12.542795728820279 55.698814658788116)
taellestationer.307,762,ELMEGADE,nordøst for Nørrebrogade,8,Øvrige,100.0,,307,POINT (12.558292418221775 55.689763035294874)
taellestationer.308,763,SORTEDAMDOSSERINGEN,nord for Dr. Louises Bro,3 C,Øvrige,100.0,,308,POINT (12.563115019738303 55.68772591130676)
taellestationer.309,764,BAGGESENSGADE,sydøst for Blågårdsgade,13,Øvrige,100.0,,309,POINT (12.559521247464932 55.687042770715514)
taellestationer.310,765,STENGADE,sydvest for Nørrebrogade,2,Øvrige,100.0,,310,POINT (12.556968935477165 55.68891811142525)
taellestationer.311,766,GULDBERGSGADE,sydøst for Ahornsgade,9,Øvrige,100.0,,311,POINT (12.55920676343057 55.691136059736735)
taellestationer.312,767,MØLLEGADE,nordøst for Poppelgade,26,Øvrige,100.0,,312,POINT (12.558650695782454 55.692590064028245)
taellestationer.313,768,PRINSESSE CHARLOTTES GADE,sydøst for Jagtvej,42,Øvrige,100.0,,313,POINT (12.550232135835127 55.694703425762356)
taellestationer.314,769,STEFANSGADE,sydvest for Husumgade,35,Øvrige,100.0,,314,POINT (12.543006097545225 55.694661407461496)
taellestationer.315,770,ESROMGADE,nord for Hillerødgade,30,Øvrige,100.0,,315,POINT (12.540184719694906 55.69751994349776)
taellestationer.316,771,HILLERØDGADE,vest for Nørrebrogade,14,Øvrige,100.0,,316,POINT (12.542341754917175 55.69745381258961)
taellestationer.317,772,MIMERSGADE,vest for Hamletsgade,96,Øvrige,100.0,,317,POINT (12.543176705444226 55.70066591405139)
taellestationer.318,774,NANNASGADE,øst for Bragesgade,23,Øvrige,100.0,,318,POINT (12.546325486638656 55.70091247988648)
taellestationer.319,775,MIMERSGADE,vest for Jagtvej,4,Øvrige,100.0,,319,POINT (12.551928783743689 55.69789837906261)
taellestationer.320,776,BIRKEGADE,nord for Elmegade,4,Øvrige,100.0,,320,POINT (12.558288208738542 55.690072361808355)
taellestationer.321,777,EGEGADE,nordvest for Elmegade,4,Øvrige,100.0,,321,POINT (12.559191284336016 55.69035693753043)
taellestationer.322,778,RÅDMANDSGADE,nord for Mimersgade,21,Øvrige,100.0,,322,POINT (12.549414939279677 55.69911578376734)
taellestationer.323,779,BALDERSGADE,nord for Nannasgade,51,Øvrige,100.0,,323,POINT (12.547144644591436 55.7008830610436)
